event_file,eeg_file,total_votes_received,fraction_of_yes,Split
0000250_98688,0000250,1,0.0,train
0000250_98816,0000250,1,0.0,train
0000250_99584,0000250,1,0.0,train
0000250_99840,0000250,1,0.0,train
0000250_100224,0000250,1,0.0,train
0000250_100736,0000250,1,0.0,train
0000250_100864,0000250,1,0.0,train
0000250_101376,0000250,1,0.0,train
0000250_102912,0000250,1,0.0,train
0000250_103040,0000250,1,0.0,train
0000250_103296,0000250,1,0.0,train
0000250_103936,0000250,1,0.0,train
0000250_104064,0000250,1,0.0,train
0000250_105600,0000250,1,0.0,train
0000250_106624,0000250,1,0.0,train
0000250_106880,0000250,1,1.0,train
0000250_107136,0000250,1,0.0,train
0000250_107776,0000250,1,0.0,train
0000250_109056,0000250,1,0.0,train
0000250_109952,0000250,1,1.0,train
0000250_110336,0000250,1,0.0,train
0000250_110848,0000250,1,0.0,train
0000250_111488,0000250,1,0.0,train
0000250_111744,0000250,1,1.0,train
0000250_111872,0000250,1,0.0,train
0000250_112000,0000250,1,0.0,train
0000250_112384,0000250,1,0.0,train
0000250_112512,0000250,1,1.0,train
0000250_112640,0000250,1,0.0,train
0000250_112768,0000250,1,1.0,train
0000250_113408,0000250,1,1.0,train
0000250_114304,0000250,1,1.0,train
0000250_114560,0000250,1,0.0,train
0000250_114944,0000250,1,0.0,train
0000250_116096,0000250,1,0.0,train
0000250_116224,0000250,1,0.0,train
0000250_116480,0000250,1,0.0,train
0000250_116608,0000250,1,0.0,train
0000250_116736,0000250,1,0.0,train
0000250_117376,0000250,1,1.0,train
0000250_117504,0000250,1,0.0,train
0000250_118144,0000250,1,1.0,train
0000250_118400,0000250,1,0.0,train
0000250_118528,0000250,1,1.0,train
0000250_118784,0000250,1,0.0,train
0000250_119168,0000250,1,1.0,train
0000250_119296,0000250,1,1.0,train
0000250_119552,0000250,1,0.0,train
0000250_119680,0000250,1,0.0,train
0000250_120576,0000250,1,0.0,train
0000250_120704,0000250,1,0.0,train
0000250_121088,0000250,1,0.0,train
0000250_121216,0000250,1,0.0,train
0000250_121344,0000250,1,0.0,train
0000250_121600,0000250,1,0.0,train
0000250_122112,0000250,1,0.0,train
0000250_122368,0000250,1,1.0,train
0000250_122496,0000250,1,0.0,train
0000250_122752,0000250,1,0.0,train
0000266_0,0000266,1,1.0,train
0000266_128,0000266,1,1.0,train
0000266_512,0000266,1,1.0,train
0000266_1536,0000266,1,1.0,train
0000266_1664,0000266,1,0.0,train
0000266_1792,0000266,1,0.0,train
0000266_1920,0000266,1,0.0,train
0000266_2048,0000266,1,0.0,train
0000266_3200,0000266,1,0.0,train
0000266_3584,0000266,1,1.0,train
0000266_3840,0000266,1,1.0,train
0000266_4352,0000266,1,0.0,train
0000266_4480,0000266,1,0.0,train
0000266_4736,0000266,1,1.0,train
0000266_4992,0000266,1,1.0,train
0000266_5248,0000266,1,1.0,train
0000266_5504,0000266,1,1.0,train
0000266_5760,0000266,1,1.0,train
0000266_5888,0000266,1,1.0,train
0000266_6016,0000266,1,1.0,train
0000266_6144,0000266,1,1.0,train
0000266_6272,0000266,1,1.0,train
0000266_6400,0000266,1,1.0,train
0000266_6528,0000266,1,1.0,train
0000266_6784,0000266,1,1.0,train
0000266_6912,0000266,1,1.0,train
0000266_7040,0000266,1,1.0,train
0000266_7168,0000266,1,1.0,train
0000266_7296,0000266,1,1.0,train
0000266_7552,0000266,1,0.0,train
0000266_7936,0000266,1,1.0,train
0000266_8064,0000266,1,1.0,train
0000266_8192,0000266,1,0.0,train
0000266_8320,0000266,1,0.0,train
0000266_8576,0000266,1,0.0,train
0000266_10368,0000266,1,0.0,train
0000266_10624,0000266,1,0.0,train
0000266_11008,0000266,1,0.0,train
0000266_11776,0000266,1,1.0,train
0000266_11904,0000266,1,1.0,train
0000266_12032,0000266,1,1.0,train
0000266_12160,0000266,1,1.0,train
0000266_12544,0000266,1,0.0,train
0000266_12672,0000266,1,0.0,train
0000266_13312,0000266,1,0.0,train
0000266_14464,0000266,1,0.0,train
0000266_14720,0000266,1,0.0,train
0000266_14848,0000266,1,0.0,train
0000266_15744,0000266,1,1.0,train
0000266_15872,0000266,1,1.0,train
0000266_16000,0000266,1,1.0,train
0000266_16128,0000266,1,1.0,train
0000266_16256,0000266,1,0.0,train
0000266_16512,0000266,1,1.0,train
0000266_16768,0000266,1,1.0,train
0000266_17024,0000266,1,0.0,train
0000266_17280,0000266,1,0.0,train
0000266_18304,0000266,1,1.0,train
0000266_18560,0000266,1,1.0,train
0000266_18688,0000266,1,0.0,train
0000266_19968,0000266,1,0.0,train
0000266_20224,0000266,1,0.0,train
0000266_20992,0000266,1,0.0,train
0000266_21120,0000266,1,1.0,train
0000266_21248,0000266,1,1.0,train
0000266_22400,0000266,1,1.0,train
0000266_22528,0000266,1,1.0,train
0000266_23168,0000266,1,0.0,train
0000266_23552,0000266,1,0.0,train
0000266_23680,0000266,1,0.0,train
0000266_23808,0000266,1,1.0,train
0000266_24192,0000266,1,1.0,train
0000266_24576,0000266,1,1.0,train
0000266_24960,0000266,1,1.0,train
0000266_25344,0000266,1,0.0,train
0000266_25472,0000266,1,1.0,train
0000266_25600,0000266,1,1.0,train
0000266_26240,0000266,1,0.0,train
0000266_26368,0000266,1,1.0,train
0000266_27776,0000266,1,0.0,train
0000266_28544,0000266,1,0.0,train
0000266_29440,0000266,1,0.0,train
0000266_29696,0000266,1,0.0,train
0000266_30976,0000266,1,0.0,train
0000266_31744,0000266,1,0.0,train
0000266_32256,0000266,1,1.0,train
0000266_32896,0000266,1,0.0,train
0000266_33024,0000266,1,0.0,train
0000266_33792,0000266,1,0.0,train
0000266_34048,0000266,1,0.0,train
0000266_34176,0000266,1,0.0,train
0000266_34432,0000266,1,1.0,train
0000266_34560,0000266,1,1.0,train
0000266_34944,0000266,1,1.0,train
0000266_35072,0000266,1,1.0,train
0000266_35200,0000266,1,0.0,train
0000266_35328,0000266,1,0.0,train
0000266_35712,0000266,1,1.0,train
0000266_35840,0000266,1,0.0,train
0000266_35968,0000266,1,0.0,train
0000266_36096,0000266,1,1.0,train
0000266_36352,0000266,1,1.0,train
0000266_36480,0000266,1,1.0,train
0000266_37120,0000266,1,1.0,train
0000266_37632,0000266,1,0.0,train
0000266_37888,0000266,1,0.0,train
0000266_38144,0000266,1,0.0,train
0000266_38272,0000266,1,0.0,train
0000266_38656,0000266,1,0.0,train
0000266_38784,0000266,1,1.0,train
0000266_39040,0000266,1,1.0,train
0000266_39168,0000266,1,1.0,train
0000266_39680,0000266,1,1.0,train
0000266_39936,0000266,1,1.0,train
0000266_40192,0000266,1,1.0,train
0000266_40576,0000266,1,1.0,train
0000266_40832,0000266,1,1.0,train
0000266_40960,0000266,1,1.0,train
0000266_41600,0000266,1,0.0,train
0000266_43136,0000266,1,1.0,train
0000266_43392,0000266,1,1.0,train
0000266_43520,0000266,1,1.0,train
0000266_43904,0000266,1,1.0,train
0000266_44032,0000266,1,1.0,train
0000266_44672,0000266,1,0.0,train
0000266_45184,0000266,1,0.0,train
0000266_45568,0000266,1,0.0,train
0000266_45696,0000266,1,0.0,train
0000266_46208,0000266,1,0.0,train
0000266_47360,0000266,1,0.0,train
0000266_47616,0000266,1,1.0,train
0000266_48128,0000266,1,0.0,train
0000266_48256,0000266,1,0.0,train
0000266_48896,0000266,1,0.0,train
0000266_49152,0000266,1,0.0,train
0000266_49280,0000266,1,1.0,train
0000266_49536,0000266,1,1.0,train
0000266_49664,0000266,1,1.0,train
0000266_50176,0000266,1,1.0,train
0000266_50688,0000266,1,0.0,train
0000266_51456,0000266,1,0.0,train
0000266_52096,0000266,1,0.0,train
0000266_52224,0000266,1,0.0,train
0000266_52352,0000266,1,0.0,train
0000266_53248,0000266,1,1.0,train
0000266_53504,0000266,1,1.0,train
0000266_53888,0000266,1,0.0,train
0000266_54912,0000266,1,0.0,train
0000266_55040,0000266,1,1.0,train
0000266_55296,0000266,1,1.0,train
0000266_55424,0000266,1,1.0,train
0000266_56192,0000266,1,0.0,train
0000266_56704,0000266,1,1.0,train
0000266_57216,0000266,1,1.0,train
0000266_57344,0000266,1,1.0,train
0000266_57984,0000266,1,1.0,train
0000266_58368,0000266,1,0.0,train
0000266_58752,0000266,1,1.0,train
0000266_59392,0000266,1,0.0,train
0000266_59776,0000266,1,1.0,train
0000266_59904,0000266,1,1.0,train
0000266_60544,0000266,1,1.0,train
0000266_60672,0000266,1,0.0,train
0000266_60928,0000266,1,0.0,train
0000266_61184,0000266,1,0.0,train
0000266_62464,0000266,1,0.0,train
0000266_62592,0000266,1,0.0,train
0000266_63744,0000266,1,0.0,train
0000266_63872,0000266,1,0.0,train
0000266_64384,0000266,1,0.0,train
0000266_64640,0000266,1,0.0,train
0000266_64768,0000266,1,0.0,train
0000266_66048,0000266,1,0.0,train
0000266_66304,0000266,1,0.0,train
0000266_66432,0000266,1,0.0,train
0000266_66688,0000266,1,1.0,train
0000266_66944,0000266,1,0.0,train
0000266_67072,0000266,1,0.0,train
0000266_67328,0000266,1,1.0,train
0000266_67712,0000266,1,1.0,train
0000266_68096,0000266,1,1.0,train
0000266_68480,0000266,1,0.0,train
0000266_68864,0000266,1,1.0,train
0000266_68992,0000266,1,0.0,train
0000266_69248,0000266,1,0.0,train
0000266_69376,0000266,1,0.0,train
0000278_896,0000278,1,0.0,train
0000278_1280,0000278,1,0.0,train
0000278_1408,0000278,1,0.0,train
0000278_1536,0000278,1,0.0,train
0000278_2560,0000278,1,1.0,train
0000278_2688,0000278,1,1.0,train
0000278_4352,0000278,1,0.0,train
0000278_5248,0000278,1,0.0,train
0000278_6656,0000278,1,0.0,train
0000278_6784,0000278,1,0.0,train
0000278_6912,0000278,1,1.0,train
0000278_7040,0000278,1,1.0,train
0000278_7168,0000278,1,0.0,train
0000278_8832,0000278,1,0.0,train
0000278_9600,0000278,1,0.0,train
0000278_9856,0000278,1,0.0,train
0000278_10112,0000278,1,0.0,train
0000278_10624,0000278,1,0.0,train
0000278_11392,0000278,1,0.0,train
0000278_12160,0000278,1,0.0,train
0000278_12416,0000278,1,0.0,train
0000278_12544,0000278,1,0.0,train
0000278_13184,0000278,1,0.0,train
0000278_14336,0000278,1,0.0,train
0000278_14592,0000278,1,1.0,train
0000278_14720,0000278,1,1.0,train
0000278_14848,0000278,1,1.0,train
0000278_15616,0000278,1,0.0,train
0000278_16000,0000278,1,0.0,train
0000278_16384,0000278,1,0.0,train
0000278_16768,0000278,1,0.0,train
0000278_17536,0000278,1,0.0,train
0000278_18048,0000278,1,0.0,train
0000278_18560,0000278,1,0.0,train
0000278_18816,0000278,1,0.0,train
0000278_19072,0000278,1,0.0,train
0000278_19584,0000278,1,0.0,train
0000278_19968,0000278,1,0.0,train
0000278_21504,0000278,1,0.0,train
0000278_22272,0000278,1,0.0,train
0000278_24064,0000278,1,0.0,train
0000278_24576,0000278,1,0.0,train
0000278_25088,0000278,1,0.0,train
0000278_25344,0000278,1,0.0,train
0000278_25600,0000278,1,0.0,train
0000278_26368,0000278,1,0.0,train
0000278_26496,0000278,1,0.0,train
0000278_27392,0000278,1,0.0,train
0000278_27520,0000278,1,0.0,train
0000278_27904,0000278,1,0.0,train
0000278_28416,0000278,1,1.0,train
0000278_29184,0000278,1,0.0,train
0000278_29568,0000278,1,0.0,train
0000278_29824,0000278,1,0.0,train
0000278_30336,0000278,1,0.0,train
0000278_30464,0000278,1,0.0,train
0000278_30848,0000278,1,0.0,train
0000278_31232,0000278,1,0.0,train
0000278_33664,0000278,1,0.0,train
0000278_34688,0000278,1,0.0,train
0000278_35200,0000278,1,0.0,train
0000278_35328,0000278,1,1.0,train
0000278_35456,0000278,1,1.0,train
0000278_35584,0000278,1,1.0,train
0000278_35712,0000278,1,1.0,train
0000278_35840,0000278,1,1.0,train
0000278_35968,0000278,1,1.0,train
0000278_36736,0000278,1,1.0,train
0000278_36864,0000278,1,1.0,train
0000278_36992,0000278,1,1.0,train
0000278_37632,0000278,1,0.0,train
0000278_37888,0000278,1,0.0,train
0000278_38528,0000278,1,1.0,train
0000278_38656,0000278,1,1.0,train
0000278_38784,0000278,1,1.0,train
0000278_38912,0000278,1,1.0,train
0000278_39168,0000278,1,1.0,train
0000278_39296,0000278,1,1.0,train
0000278_39424,0000278,1,1.0,train
0000278_39808,0000278,1,0.0,train
0000278_40320,0000278,1,0.0,train
0000278_41472,0000278,1,0.0,train
0000278_41600,0000278,1,0.0,train
0000278_41856,0000278,1,0.0,train
0000278_42112,0000278,1,0.0,train
0000278_42240,0000278,1,0.0,train
0000278_42368,0000278,1,0.0,train
0000278_43008,0000278,1,0.0,train
0000278_43392,0000278,1,0.0,train
0000278_43904,0000278,1,1.0,train
0000278_44032,0000278,1,1.0,train
0000278_44288,0000278,1,0.0,train
0000278_44544,0000278,1,0.0,train
0000278_44928,0000278,1,1.0,train
0000278_45056,0000278,1,1.0,train
0000278_45184,0000278,1,1.0,train
0000278_45440,0000278,1,0.0,train
0000278_46720,0000278,1,0.0,train
0000278_46848,0000278,1,1.0,train
0000278_46976,0000278,1,1.0,train
0000278_47104,0000278,1,1.0,train
0000278_47232,0000278,1,1.0,train
0000278_47360,0000278,1,1.0,train
0000278_48256,0000278,1,0.0,train
0000278_49408,0000278,1,1.0,train
0000278_49536,0000278,1,1.0,train
0000278_49664,0000278,1,1.0,train
0000278_49792,0000278,1,1.0,train
0000278_49920,0000278,1,1.0,train
0000278_50048,0000278,1,1.0,train
0000278_50176,0000278,1,1.0,train
0000278_50304,0000278,1,1.0,train
0000278_50432,0000278,1,1.0,train
0000278_50560,0000278,1,1.0,train
0000278_51072,0000278,1,1.0,train
0000278_51200,0000278,1,1.0,train
0000278_51328,0000278,1,0.0,train
0000278_51456,0000278,1,1.0,train
0000278_51584,0000278,1,1.0,train
0000278_51968,0000278,1,0.0,train
0000278_52224,0000278,1,0.0,train
0000278_52992,0000278,1,0.0,train
0000278_53248,0000278,1,0.0,train
0000278_53376,0000278,1,0.0,train
0000278_53504,0000278,1,0.0,train
0000278_53760,0000278,1,0.0,train
0000278_54784,0000278,1,0.0,train
0000278_54912,0000278,1,1.0,train
0000278_55040,0000278,1,1.0,train
0000278_55168,0000278,1,1.0,train
0000278_55296,0000278,1,0.0,train
0000278_57344,0000278,1,0.0,train
0000278_57600,0000278,1,0.0,train
0000278_58624,0000278,1,0.0,train
0000278_58752,0000278,1,0.0,train
0000278_58880,0000278,1,0.0,train
0000278_60160,0000278,1,0.0,train
0000278_60288,0000278,1,0.0,train
0000278_60416,0000278,1,0.0,train
0000278_60672,0000278,1,0.0,train
0000278_60800,0000278,1,0.0,train
0000278_61056,0000278,1,0.0,train
0000278_61184,0000278,1,0.0,train
0000278_61440,0000278,1,0.0,train
0000278_64256,0000278,1,0.0,train
0000278_64640,0000278,1,0.0,train
0000278_65024,0000278,1,0.0,train
0000278_65408,0000278,1,0.0,train
0000278_65920,0000278,1,0.0,train
0000278_66432,0000278,1,0.0,train
0000278_69120,0000278,1,0.0,train
0000278_69504,0000278,1,0.0,train
0000278_70144,0000278,1,0.0,train
0000278_70400,0000278,1,0.0,train
0000278_71424,0000278,1,0.0,train
0000278_71808,0000278,1,0.0,train
0000278_72704,0000278,1,0.0,train
0000278_74112,0000278,1,0.0,train
0000278_74240,0000278,1,0.0,train
0000278_74752,0000278,1,0.0,train
0000278_75520,0000278,1,0.0,train
0000278_75648,0000278,1,0.0,train
0000278_75776,0000278,1,0.0,train
0000278_76032,0000278,1,0.0,train
0000278_76672,0000278,1,0.0,train
0000278_77056,0000278,1,0.0,train
0000278_77952,0000278,1,0.0,train
0000278_78208,0000278,1,0.0,train
0000278_79616,0000278,1,0.0,train
0000278_80000,0000278,1,0.0,train
0000278_80128,0000278,1,0.0,train
0000278_80256,0000278,1,0.0,train
0000278_81920,0000278,1,0.0,train
0000278_82048,0000278,1,0.0,train
0000278_82432,0000278,1,1.0,train
0000278_82560,0000278,1,1.0,train
0000278_82688,0000278,1,1.0,train
0000278_83072,0000278,1,0.0,train
0000278_83200,0000278,1,0.0,train
0000278_83328,0000278,1,0.0,train
0000278_84608,0000278,1,0.0,train
0000278_84736,0000278,1,0.0,train
0000278_84864,0000278,1,0.0,train
0000278_84992,0000278,1,0.0,train
0000278_86144,0000278,1,0.0,train
0000278_86784,0000278,1,1.0,train
0000278_86912,0000278,1,1.0,train
0000278_87168,0000278,1,0.0,train
0000278_87296,0000278,1,0.0,train
0000278_87808,0000278,1,0.0,train
0000278_88832,0000278,1,0.0,train
0000278_88960,0000278,1,0.0,train
0000278_89984,0000278,1,0.0,train
0000278_90624,0000278,1,0.0,train
0000278_90880,0000278,1,0.0,train
0000278_91136,0000278,1,0.0,train
0000278_92032,0000278,1,1.0,train
0000278_92160,0000278,1,1.0,train
0000278_92288,0000278,1,1.0,train
0000278_92800,0000278,1,0.0,train
0000278_93440,0000278,1,0.0,train
0000278_93696,0000278,1,0.0,train
0000278_94208,0000278,1,0.0,train
0000278_94592,0000278,1,0.0,train
0000278_94720,0000278,1,1.0,train
0000278_94848,0000278,1,1.0,train
0000278_95104,0000278,1,0.0,train
0000278_95232,0000278,1,0.0,train
0000278_95616,0000278,1,0.0,train
0000278_95744,0000278,1,0.0,train
0000278_96896,0000278,1,0.0,train
0000278_97024,0000278,1,0.0,train
0000278_97280,0000278,1,0.0,train
0000278_97408,0000278,1,0.0,train
0000278_97536,0000278,1,0.0,train
0000278_98560,0000278,1,0.0,train
0000278_98688,0000278,1,0.0,train
0000278_98816,0000278,1,0.0,train
0000278_98944,0000278,1,0.0,train
0000278_100096,0000278,1,0.0,train
0000278_100224,0000278,1,0.0,train
0000278_100608,0000278,1,0.0,train
0000281_0,0000281,1,1.0,test
0000281_128,0000281,1,1.0,test
0000281_256,0000281,1,1.0,test
0000281_384,0000281,1,1.0,test
0000281_512,0000281,1,1.0,test
0000281_640,0000281,1,1.0,test
0000281_768,0000281,1,1.0,test
0000281_896,0000281,1,1.0,test
0000281_1024,0000281,1,1.0,test
0000281_1152,0000281,1,1.0,test
0000281_1280,0000281,1,1.0,test
0000281_1408,0000281,1,1.0,test
0000281_1536,0000281,1,1.0,test
0000281_1664,0000281,1,1.0,test
0000281_1792,0000281,1,1.0,test
0000281_1920,0000281,1,1.0,test
0000281_2048,0000281,1,1.0,test
0000281_2176,0000281,1,1.0,test
0000281_2304,0000281,1,1.0,test
0000281_2432,0000281,1,1.0,test
0000281_2560,0000281,1,0.0,test
0000281_2688,0000281,1,1.0,test
0000281_2816,0000281,1,1.0,test
0000281_2944,0000281,1,1.0,test
0000281_3072,0000281,1,1.0,test
0000281_3200,0000281,1,1.0,test
0000281_3328,0000281,1,1.0,test
0000281_3456,0000281,1,1.0,test
0000281_3584,0000281,1,1.0,test
0000281_3712,0000281,1,1.0,test
0000281_3840,0000281,1,1.0,test
0000281_3968,0000281,1,1.0,test
0000281_4096,0000281,1,1.0,test
0000281_4224,0000281,1,1.0,test
0000281_4352,0000281,1,1.0,test
0000281_4480,0000281,1,1.0,test
0000281_4608,0000281,1,1.0,test
0000281_4736,0000281,1,1.0,test
0000281_4864,0000281,1,1.0,test
0000281_4992,0000281,1,1.0,test
0000281_5120,0000281,1,1.0,test
0000281_5248,0000281,1,1.0,test
0000281_5376,0000281,1,1.0,test
0000281_5504,0000281,1,1.0,test
0000281_5632,0000281,1,1.0,test
0000281_5760,0000281,1,1.0,test
0000281_5888,0000281,1,1.0,test
0000281_6016,0000281,1,1.0,test
0000281_6144,0000281,1,1.0,test
0000281_6272,0000281,1,1.0,test
0000281_6528,0000281,1,0.0,test
0000281_6656,0000281,1,1.0,test
0000281_6784,0000281,1,1.0,test
0000281_6912,0000281,1,1.0,test
0000281_7040,0000281,1,1.0,test
0000281_7168,0000281,1,1.0,test
0000281_7296,0000281,1,1.0,test
0000281_7424,0000281,1,1.0,test
0000281_7552,0000281,1,1.0,test
0000281_7808,0000281,1,1.0,test
0000281_7936,0000281,1,1.0,test
0000281_8064,0000281,1,1.0,test
0000281_8192,0000281,1,1.0,test
0000281_8320,0000281,1,1.0,test
0000281_8448,0000281,1,1.0,test
0000281_8576,0000281,1,1.0,test
0000281_8704,0000281,1,1.0,test
0000281_8832,0000281,1,1.0,test
0000281_8960,0000281,1,1.0,test
0000281_9088,0000281,1,1.0,test
0000281_9216,0000281,1,1.0,test
0000281_9344,0000281,1,1.0,test
0000281_9472,0000281,1,1.0,test
0000281_9600,0000281,1,1.0,test
0000281_9728,0000281,1,1.0,test
0000281_9856,0000281,1,1.0,test
0000281_9984,0000281,1,1.0,test
0000281_10112,0000281,1,1.0,test
0000281_10240,0000281,1,1.0,test
0000281_10368,0000281,1,1.0,test
0000281_10496,0000281,1,1.0,test
0000281_10624,0000281,1,1.0,test
0000281_10752,0000281,1,1.0,test
0000281_10880,0000281,1,1.0,test
0000281_11008,0000281,1,1.0,test
0000281_11136,0000281,1,1.0,test
0000281_11264,0000281,1,1.0,test
0000281_11392,0000281,1,1.0,test
0000281_11520,0000281,1,1.0,test
0000281_11648,0000281,1,1.0,test
0000281_11776,0000281,1,1.0,test
0000281_11904,0000281,1,1.0,test
0000281_12032,0000281,1,1.0,test
0000281_12160,0000281,1,1.0,test
0000281_12288,0000281,1,1.0,test
0000281_12416,0000281,1,1.0,test
0000281_12544,0000281,1,1.0,test
0000281_12672,0000281,1,1.0,test
0000281_12800,0000281,1,1.0,test
0000281_12928,0000281,1,1.0,test
0000281_13056,0000281,1,1.0,test
0000281_13184,0000281,1,1.0,test
0000281_13312,0000281,1,1.0,test
0000281_13440,0000281,1,1.0,test
0000281_13568,0000281,1,1.0,test
0000281_13696,0000281,1,1.0,test
0000281_13824,0000281,1,1.0,test
0000281_13952,0000281,1,1.0,test
0000281_14080,0000281,1,1.0,test
0000281_14208,0000281,1,1.0,test
0000281_14336,0000281,1,1.0,test
0000281_14464,0000281,1,1.0,test
0000281_14592,0000281,1,1.0,test
0000281_14720,0000281,1,1.0,test
0000281_14848,0000281,1,1.0,test
0000281_14976,0000281,1,1.0,test
0000281_15104,0000281,1,1.0,test
0000281_15232,0000281,1,1.0,test
0000281_15360,0000281,1,1.0,test
0000281_15488,0000281,1,1.0,test
0000281_15616,0000281,1,1.0,test
0000281_15744,0000281,1,1.0,test
0000281_15872,0000281,1,1.0,test
0000281_16000,0000281,1,1.0,test
0000281_16128,0000281,1,1.0,test
0000281_16256,0000281,1,1.0,test
0000281_16384,0000281,1,1.0,test
0000281_16512,0000281,1,1.0,test
0000281_16640,0000281,1,1.0,test
0000281_16768,0000281,1,1.0,test
0000281_16896,0000281,1,1.0,test
0000281_17024,0000281,1,1.0,test
0000281_17152,0000281,1,1.0,test
0000281_17280,0000281,1,1.0,test
0000281_17408,0000281,1,1.0,test
0000281_17536,0000281,1,1.0,test
0000281_17664,0000281,1,1.0,test
0000281_17792,0000281,1,1.0,test
0000281_17920,0000281,1,0.0,test
0000281_18048,0000281,1,1.0,test
0000281_18176,0000281,1,1.0,test
0000281_18304,0000281,1,1.0,test
0000281_18432,0000281,1,1.0,test
0000281_18560,0000281,1,1.0,test
0000281_18688,0000281,1,1.0,test
0000281_18816,0000281,1,1.0,test
0000281_18944,0000281,1,1.0,test
0000281_19072,0000281,1,1.0,test
0000281_19328,0000281,1,1.0,test
0000281_19456,0000281,1,1.0,test
0000281_19584,0000281,1,1.0,test
0000281_19712,0000281,1,1.0,test
0000281_19840,0000281,1,1.0,test
0000281_19968,0000281,1,1.0,test
0000281_20096,0000281,1,1.0,test
0000281_20224,0000281,1,1.0,test
0000281_20352,0000281,1,1.0,test
0000281_20480,0000281,1,1.0,test
0000281_20608,0000281,1,1.0,test
0000281_20736,0000281,1,1.0,test
0000281_20864,0000281,1,1.0,test
0000281_20992,0000281,1,1.0,test
0000281_21120,0000281,1,1.0,test
0000281_21248,0000281,1,1.0,test
0000281_21376,0000281,1,1.0,test
0000281_21504,0000281,1,1.0,test
0000281_21632,0000281,1,1.0,test
0000281_21760,0000281,1,1.0,test
0000281_21888,0000281,1,1.0,test
0000281_22016,0000281,1,1.0,test
0000281_22144,0000281,1,1.0,test
0000281_22272,0000281,1,1.0,test
0000281_22400,0000281,1,1.0,test
0000281_22528,0000281,1,1.0,test
0000281_22656,0000281,1,1.0,test
0000281_22784,0000281,1,1.0,test
0000281_22912,0000281,1,1.0,test
0000281_23168,0000281,1,1.0,test
0000281_23296,0000281,1,1.0,test
0000281_23424,0000281,1,1.0,test
0000281_23552,0000281,1,1.0,test
0000281_23680,0000281,1,1.0,test
0000281_23808,0000281,1,1.0,test
0000281_23936,0000281,1,1.0,test
0000281_24064,0000281,1,1.0,test
0000281_24192,0000281,1,1.0,test
0000281_24320,0000281,1,1.0,test
0000281_24448,0000281,1,1.0,test
0000281_24576,0000281,1,1.0,test
0000281_24704,0000281,1,1.0,test
0000281_24832,0000281,1,1.0,test
0000281_24960,0000281,1,1.0,test
0000281_25088,0000281,1,1.0,test
0000281_25216,0000281,1,1.0,test
0000281_25344,0000281,1,1.0,test
0000281_25472,0000281,1,1.0,test
0000281_25600,0000281,1,1.0,test
0000281_25728,0000281,1,1.0,test
0000281_25856,0000281,1,1.0,test
0000281_25984,0000281,1,1.0,test
0000281_26112,0000281,1,1.0,test
0000281_26240,0000281,1,1.0,test
0000281_26368,0000281,1,1.0,test
0000281_26496,0000281,1,1.0,test
0000281_26624,0000281,1,1.0,test
0000281_26752,0000281,1,1.0,test
0000281_26880,0000281,1,1.0,test
0000281_27008,0000281,1,1.0,test
0000281_27136,0000281,1,1.0,test
0000281_27264,0000281,1,1.0,test
0000281_27392,0000281,1,1.0,test
0000281_27520,0000281,1,1.0,test
0000281_27648,0000281,1,1.0,test
0000281_27776,0000281,1,1.0,test
0000281_27904,0000281,1,1.0,test
0000281_28032,0000281,1,1.0,test
0000281_28160,0000281,1,1.0,test
0000281_28288,0000281,1,1.0,test
0000281_28416,0000281,1,1.0,test
0000281_28544,0000281,1,1.0,test
0000281_28672,0000281,1,1.0,test
0000281_28800,0000281,1,1.0,test
0000281_28928,0000281,1,1.0,test
0000281_29056,0000281,1,1.0,test
0000281_29184,0000281,1,1.0,test
0000281_29312,0000281,1,1.0,test
0000281_29440,0000281,1,1.0,test
0000281_29568,0000281,1,1.0,test
0000281_29696,0000281,1,1.0,test
0000281_29824,0000281,1,1.0,test
0000281_29952,0000281,1,1.0,test
0000281_30080,0000281,1,1.0,test
0000281_30208,0000281,1,1.0,test
0000281_30336,0000281,1,1.0,test
0000281_30464,0000281,1,1.0,test
0000281_30592,0000281,1,1.0,test
0000281_30720,0000281,1,1.0,test
0000281_30848,0000281,1,1.0,test
0000281_30976,0000281,1,1.0,test
0000281_31104,0000281,1,1.0,test
0000281_31232,0000281,1,1.0,test
0000281_31360,0000281,1,1.0,test
0000281_31488,0000281,1,1.0,test
0000281_31616,0000281,1,1.0,test
0000281_31744,0000281,1,1.0,test
0000281_31872,0000281,1,1.0,test
0000281_32000,0000281,1,1.0,test
0000281_32128,0000281,1,1.0,test
0000281_32256,0000281,1,1.0,test
0000281_32384,0000281,1,1.0,test
0000281_32512,0000281,1,1.0,test
0000281_32640,0000281,1,1.0,test
0000281_32768,0000281,1,1.0,test
0000281_32896,0000281,1,1.0,test
0000281_33024,0000281,1,1.0,test
0000281_33152,0000281,1,1.0,test
0000281_33408,0000281,1,1.0,test
0000281_33536,0000281,1,1.0,test
0000281_33664,0000281,1,1.0,test
0000281_33792,0000281,1,1.0,test
0000281_33920,0000281,1,1.0,test
0000281_34048,0000281,1,1.0,test
0000281_34176,0000281,1,1.0,test
0000281_34304,0000281,1,1.0,test
0000281_34432,0000281,1,1.0,test
0000281_34560,0000281,1,1.0,test
0000281_34688,0000281,1,1.0,test
0000281_34816,0000281,1,1.0,test
